"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify POST /verifyLogin endpoint responses for different input scenarios","106","testVerifyLoginWithoutPassword","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testVerifyLogin"
"Verify PUT /updateAccount endpoint responses for different input scenarios","135","testUpdateAccount","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify that user account was created successfully and user was redirected to the main page","17475","testCreateUserAccount","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.tests.SignupPageTest","UI Tests","io.github.matveyvolodin.tests.SignupPageTest","testCreateUserAccount"
"Verify that header tabs lead to the correct web pages","32959","testHeaderTabsRedirections","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","UI Tests","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","testHeaderTabsRedirections"
"Verify that POST method is not allowed for GET /getUserDetailByEmail endpoint","111","testGetUserUnsupportedMethod","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testGetUserUnsupportedMethod"
"Verify PUT /updateAccount endpoint responses for different input scenarios","104","testUpdateAccountWithoutPassword","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify that placeholders are presented on the Signup/Login and Signup pages","6383","testPlaceholders","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.tests.SignupLoginPageTest","UI Tests","io.github.matveyvolodin.tests.SignupLoginPageTest","testPlaceholders"
"Verify that users can subscribe to the newsletter with a valid email address","6341","testSubscribeToNewsletter","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.tests.components.FooterComponentTest","UI Tests","io.github.matveyvolodin.tests.components.FooterComponentTest","testSubscribeToNewsletter"
"Verify POST /verifyLogin endpoint responses for different input scenarios","107","testVerifyLoginWithoutEmail","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testVerifyLogin"
"Verify POST /verifyLogin endpoint responses for different input scenarios","113","testVerifyLoginWithWrongCredentials","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testVerifyLogin"
"Verify that user can view the product details page","10256","testViewProductDetails","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.tests.ProductsPageTest","UI Tests","io.github.matveyvolodin.tests.ProductsPageTest","testViewProductDetails"
"Verify PUT /updateAccount endpoint responses for different input scenarios","112","testUpdateAccountWithWrongCredentials","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify that PUT method is not allowed for POST /verifyLogin endpoint","106","testVerifyLoginUnsupportedMethod","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testVerifyLoginUnsupportedMethod"
"Verify PUT /updateAccount endpoint responses for different input scenarios","101","testUpdateAccountWithoutEmail","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify that the user cannot register with already registered email","9692","testRegisterWithAlreadyRegisteredEmail","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.tests.SignupLoginPageTest","UI Tests","io.github.matveyvolodin.tests.SignupLoginPageTest","testRegisterWithAlreadyRegisteredEmail"
"Verify DELETE /deleteAccount endpoint responses for different input scenarios","178","testDeleteAccount","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccount"
"Verify POST /createAccount endpoint responses for different input scenarios","248","testCreateAccountWithoutName","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify DELETE /deleteAccount endpoint responses for different input scenarios","116","testDeleteAccountWithoutPassword","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccount"
"Verify POST /createAccount endpoint responses for different input scenarios","113","testCreateAccountWithoutPassword","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify that user cannot login with invalid credentials","6657","testLoginWithWrongEmail","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.tests.SignupLoginPageTest","UI Tests","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithInvalidCredentials"
"Verify that user can add a product to the cart and view the cart page","26688","testAddProductToCart","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.tests.ProductsPageTest","UI Tests","io.github.matveyvolodin.tests.ProductsPageTest","testAddProductToCart"
"Verify POST /createAccount endpoint responses for different input scenarios","118","testCreateAccountWithoutEmail","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify search product results for different product name inputs","6881","testSearchProductFullyMatching","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.tests.ProductsPageTest","UI Tests","io.github.matveyvolodin.tests.ProductsPageTest","testSearchProduct"
"Verify that PUT method is not allowed for POST /createAccount endpoint","237","testCreateAccountUnsupportedMethod","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccountUnsupportedMethod"
"Verify search product results for different product name inputs","6937","testSearchProductNonMatching","Automation Exercise","2026-07-20","passed","2026-07-20","io.github.matveyvolodin.tests.ProductsPageTest","UI Tests","io.github.matveyvolodin.tests.ProductsPageTest","testSearchProduct"
