"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that user can login with valid credentials","14131","testLoginWithValidCredentials","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithValidCredentials"
"Verify POST /createAccount endpoint responses for different input scenarios","349","testCreateAccountWithoutEmail","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify that user cannot login with invalid credentials","6679","testLoginWithInvalidCredentials","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithInvalidCredentials"
"Verify POST /createAccount endpoint responses for different input scenarios","342","testCreateAccountWithExistingEmail","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify that the user cannot register with already registered email","10006","testRegisterWithAlreadyRegisteredEmail","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testRegisterWithAlreadyRegisteredEmail"
"Verify PUT /updateAccount endpoint responses for different input scenarios","311","testUpdateAccountWithoutEmail","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify that placeholders are presented on the Signup/Login and Signup pages","6409","testPlaceholders","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testPlaceholders"
"Verify that POST method is not allowed for DELETE /deleteAccount endpoint","130","testDeleteAccountUnsupportedMethod","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccountUnsupportedMethod"
"Verify that user can log out using the Logout button in the header menu","23586","testUserLogOut","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","Surefire test","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","testUserLogOut"
"Verify POST /createAccount endpoint responses for different input scenarios","146","testCreateAccountWithoutName","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify POST /createAccount endpoint responses for different input scenarios","380","testCreateAccount","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify DELETE /deleteAccount endpoint responses for different input scenarios","136","testDeleteAccountWithoutEmail","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccount"
"Verify PUT /updateAccount endpoint responses for different input scenarios","137","testUpdateAccount","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify that account was deleted successfully","17840","testDeleteUserAccount","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","Surefire test","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","testDeleteUserAccount"
"Verify that users can subscribe to the newsletter with a valid email address","6333","testSubscribeToNewsletter","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.tests.components.FooterComponentTest","Surefire test","io.github.matveyvolodin.tests.components.FooterComponentTest","testSubscribeToNewsletter"
"Verify that PUT method is not allowed for POST /createAccount endpoint","333","testCreateAccountUnsupportedMethod","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccountUnsupportedMethod"
"Verify that user cannot login with invalid credentials","6690","testLoginWithInvalidCredentials","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithInvalidCredentials"
"Verify that header tabs lead to the correct web pages","32893","testHeaderTabsRedirections","Surefire suite","2026-06-30","passed","2026-06-30","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","Surefire test","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","testHeaderTabsRedirections"
