"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify search product results for different product name inputs","0","testSearchProduct","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.tests.ProductsPageTest","UI Tests","io.github.matveyvolodin.tests.ProductsPageTest","testSearchProduct"
"Verify POST /createAccount endpoint responses for different input scenarios","0","testCreateAccount","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify that POST method is not allowed for PUT /updateAccount endpoint","0","testUpdateAccountUnsupportedMethod","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccountUnsupportedMethod"
"Verify that placeholders are presented on the Signup/Login and Signup pages","0","testPlaceholders","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.tests.SignupLoginPageTest","UI Tests","io.github.matveyvolodin.tests.SignupLoginPageTest","testPlaceholders"
"Verify that account was deleted successfully","1","testDeleteUserAccount","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","UI Tests","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","testDeleteUserAccount"
"Verify POST /createAccount endpoint responses for different input scenarios","0","testCreateAccount","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify that user cannot login with invalid credentials","0","testLoginWithInvalidCredentials","Automation Exercise","2026-07-17","broken","2026-07-17","io.github.matveyvolodin.tests.SignupLoginPageTest","UI Tests","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithInvalidCredentials"
"Verify GET /getUserDetailByEmail endpoint responses for different input scenarios","0","testGetUser","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testGetUser"
"Verify GET /getUserDetailByEmail endpoint responses for different input scenarios","0","testGetUser","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testGetUser"
"Verify POST /createAccount endpoint responses for different input scenarios","0","testCreateAccount","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify that user account was created successfully and user was redirected to the main page","13321","testCreateUserAccount","Automation Exercise","2026-07-17","broken","2026-07-17","io.github.matveyvolodin.tests.SignupPageTest","UI Tests","io.github.matveyvolodin.tests.SignupPageTest","testCreateUserAccount"
"Verify that PUT method is not allowed for POST /verifyLogin endpoint","0","testVerifyLoginUnsupportedMethod","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testVerifyLoginUnsupportedMethod"
"Verify that PUT method is not allowed for POST /createAccount endpoint","1","testCreateAccountUnsupportedMethod","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccountUnsupportedMethod"
"Verify PUT /updateAccount endpoint responses for different input scenarios","0","testUpdateAccount","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify that the user cannot register with already registered email","0","testRegisterWithAlreadyRegisteredEmail","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.tests.SignupLoginPageTest","UI Tests","io.github.matveyvolodin.tests.SignupLoginPageTest","testRegisterWithAlreadyRegisteredEmail"
"Verify that user can log out using the Logout button in the header menu","0","testUserLogOut","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","UI Tests","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","testUserLogOut"
"Verify that header tabs lead to the correct web pages","0","testHeaderTabsRedirections","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","UI Tests","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","testHeaderTabsRedirections"
"Verify that user can view the product details page","0","testViewProductDetails","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.tests.ProductsPageTest","UI Tests","io.github.matveyvolodin.tests.ProductsPageTest","testViewProductDetails"
"Verify POST /verifyLogin endpoint responses for different input scenarios","0","testVerifyLogin","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testVerifyLogin"
"","2","createExistingUser","Automation Exercise","2026-07-17","broken","2026-07-17","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","UI Tests","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","createExistingUser"
"Verify that user can add a product to the cart and view the cart page","0","testAddProductToCart","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.tests.ProductsPageTest","UI Tests","io.github.matveyvolodin.tests.ProductsPageTest","testAddProductToCart"
"Verify POST /verifyLogin endpoint responses for different input scenarios","0","testVerifyLogin","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testVerifyLogin"
"Verify DELETE /deleteAccount endpoint responses for different input scenarios","0","testDeleteAccount","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccount"
"Verify POST /createAccount endpoint responses for different input scenarios","0","testCreateAccount","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify that POST method is not allowed for DELETE /deleteAccount endpoint","0","testDeleteAccountUnsupportedMethod","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccountUnsupportedMethod"
"Verify GET /getUserDetailByEmail endpoint responses for different input scenarios","0","testGetUser","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testGetUser"
"Verify PUT /updateAccount endpoint responses for different input scenarios","0","testUpdateAccount","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify that POST method is not allowed for GET /getUserDetailByEmail endpoint","0","testGetUserUnsupportedMethod","Automation Exercise","2026-07-17","skipped","2026-07-17","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testGetUserUnsupportedMethod"
"","0","createUser","Automation Exercise","2026-07-17","broken","2026-07-17","io.github.matveyvolodin.tests.ProductsPageTest","UI Tests","io.github.matveyvolodin.tests.ProductsPageTest","createUser"
