"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify PUT /updateAccount endpoint responses for different input scenarios","115","testUpdateAccountWithoutEmail","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify that POST method is not allowed for DELETE /deleteAccount endpoint","114","testDeleteAccountUnsupportedMethod","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccountUnsupportedMethod"
"Verify POST /verifyLogin endpoint responses for different input scenarios","104","testVerifyLoginWithWrongCredentials","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testVerifyLogin"
"Verify DELETE /deleteAccount endpoint responses for different input scenarios","128","testDeleteAccount","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccount"
"Verify PUT /updateAccount endpoint responses for different input scenarios","123","testUpdateAccount","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify that POST method is not allowed for PUT /updateAccount endpoint","101","testUpdateAccountUnsupportedMethod","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccountUnsupportedMethod"
"Verify POST /createAccount endpoint responses for different input scenarios","272","testCreateAccountWithoutPassword","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify that user cannot login with invalid credentials","6656","testLoginWithInvalidCredentials","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithInvalidCredentials"
"Verify DELETE /deleteAccount endpoint responses for different input scenarios","127","testDeleteAccountWithoutEmail","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccount"
"Verify POST /createAccount endpoint responses for different input scenarios","290","testCreateAccountWithoutEmail","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify that users can subscribe to the newsletter with a valid email address","6324","testSubscribeToNewsletter","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.tests.components.FooterComponentTest","Surefire test","io.github.matveyvolodin.tests.components.FooterComponentTest","testSubscribeToNewsletter"
"Verify that user can log out using the Logout button in the header menu","22953","testUserLogOut","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","Surefire test","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","testUserLogOut"
"Verify POST /createAccount endpoint responses for different input scenarios","138","testCreateAccountWithExistingEmail","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify that user cannot login with invalid credentials","6660","testLoginWithInvalidCredentials","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithInvalidCredentials"
"Verify that the user cannot log in with a deleted account","7141","testLoginWithDeletedAccount","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithDeletedAccount"
"Verify that the user cannot register with already registered email","9741","testRegisterWithAlreadyRegisteredEmail","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testRegisterWithAlreadyRegisteredEmail"
"Verify GET /getUserDetailByEmail endpoint responses for different input scenarios","121","testGetUserWithWrongEmail","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testGetUser"
"Verify PUT /updateAccount endpoint responses for different input scenarios","107","testUpdateAccountWithoutPassword","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify that placeholders are presented on the Signup/Login and Signup pages","6392","testPlaceholders","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testPlaceholders"
"Verify POST /verifyLogin endpoint responses for different input scenarios","111","testVerifyLogin","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testVerifyLogin"
"Verify DELETE /deleteAccount endpoint responses for different input scenarios","121","testDeleteAccountWithWrongCredentials","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccount"
"Verify that PUT method is not allowed for POST /createAccount endpoint","265","testCreateAccountUnsupportedMethod","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccountUnsupportedMethod"
"Verify that user cannot login with invalid credentials","6830","testLoginWithInvalidCredentials","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithInvalidCredentials"
"Verify POST /createAccount endpoint responses for different input scenarios","312","testCreateAccount","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify that POST method is not allowed for GET /getUserDetailByEmail endpoint","252","testGetUserUnsupportedMethod","Surefire suite","2026-07-07","passed","2026-07-07","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testGetUserUnsupportedMethod"
