"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify POST /createAccount endpoint responses for different input scenarios","0","testCreateAccount","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify DELETE /deleteAccount endpoint responses for different input scenarios","1","testDeleteAccount","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccount"
"","1","setUp","Surefire suite","2026-06-30","broken","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","setUp"
"Verify that users can subscribe to the newsletter with a valid email address","16389","testSubscribeToNewsletter","Surefire suite","2026-06-30","broken","2026-06-30","io.github.matveyvolodin.tests.components.FooterComponentTest","Surefire test","io.github.matveyvolodin.tests.components.FooterComponentTest","testSubscribeToNewsletter"
"Verify POST /createAccount endpoint responses for different input scenarios","0","testCreateAccount","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify that placeholders are presented on the Signup/Login and Signup pages","1","testPlaceholders","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testPlaceholders"
"","0","createExistingUser","Surefire suite","2026-06-30","broken","2026-06-30","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","createExistingUser"
"Verify PUT /updateAccount endpoint responses for different input scenarios","0","testUpdateAccount","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify that header tabs lead to the correct web pages","0","testHeaderTabsRedirections","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","Surefire test","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","testHeaderTabsRedirections"
"Verify that the user cannot register with already registered email","0","testRegisterWithAlreadyRegisteredEmail","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testRegisterWithAlreadyRegisteredEmail"
"Verify that POST method is not allowed for DELETE /deleteAccount endpoint","1","testDeleteAccountUnsupportedMethod","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccountUnsupportedMethod"
"Verify that POST method is not allowed for PUT /updateAccount endpoint","0","testUpdateAccountUnsupportedMethod","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccountUnsupportedMethod"
