"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that account was deleted successfully","1","testDeleteUserAccount","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","Surefire test","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","testDeleteUserAccount"
"Verify DELETE /deleteAccount endpoint responses for different input scenarios","1","testDeleteAccount","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccount"
"Verify that POST method is not allowed for DELETE /deleteAccount endpoint","0","testDeleteAccountUnsupportedMethod","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccountUnsupportedMethod"
"Verify DELETE /deleteAccount endpoint responses for different input scenarios","1","testDeleteAccount","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.api.tests.AccountApiTest","Surefire test","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccount"
"Verify that user can log out using the Logout button in the header menu","0","testUserLogOut","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","Surefire test","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","testUserLogOut"
"Verify that user cannot login with invalid credentials","0","testLoginWithInvalidCredentials","Surefire suite","2026-06-30","broken","2026-06-30","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithInvalidCredentials"
"","0","createExistingUser","Surefire suite","2026-06-30","broken","2026-06-30","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","Surefire test","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","createExistingUser"
"Verify that user can login with valid credentials","0","testLoginWithValidCredentials","Surefire suite","2026-06-30","skipped","2026-06-30","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithValidCredentials"
"","0","createExistingUser","Surefire suite","2026-06-30","broken","2026-06-30","io.github.matveyvolodin.tests.SignupLoginPageTest","Surefire test","io.github.matveyvolodin.tests.SignupLoginPageTest","createExistingUser"
"Verify that users can subscribe to the newsletter with a valid email address","16345","testSubscribeToNewsletter","Surefire suite","2026-06-30","broken","2026-06-30","io.github.matveyvolodin.tests.components.FooterComponentTest","Surefire test","io.github.matveyvolodin.tests.components.FooterComponentTest","testSubscribeToNewsletter"
