"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify POST /createAccount endpoint responses for different input scenarios","149","testCreateAccountWithoutPassword","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify that POST method is not allowed for DELETE /deleteAccount endpoint","142","testDeleteAccountUnsupportedMethod","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccountUnsupportedMethod"
"Verify PUT /updateAccount endpoint responses for different input scenarios","124","testUpdateAccount","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify that the user cannot register with already registered email","9660","testRegisterWithAlreadyRegisteredEmail","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.tests.SignupLoginPageTest","UI Tests","io.github.matveyvolodin.tests.SignupLoginPageTest","testRegisterWithAlreadyRegisteredEmail"
"Verify DELETE /deleteAccount endpoint responses for different input scenarios","82","testDeleteAccountWithoutPassword","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccount"
"Verify DELETE /deleteAccount endpoint responses for different input scenarios","99","testDeleteAccountWithWrongCredentials","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testDeleteAccount"
"Verify that PUT method is not allowed for POST /createAccount endpoint","73","testCreateAccountUnsupportedMethod","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccountUnsupportedMethod"
"Verify that user can login with valid credentials","13124","testLoginWithValidCredentials","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.tests.SignupLoginPageTest","UI Tests","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithValidCredentials"
"Verify that user cannot login with invalid credentials","6612","testLoginWithInvalidCredentials","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.tests.SignupLoginPageTest","UI Tests","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithInvalidCredentials"
"Verify PUT /updateAccount endpoint responses for different input scenarios","77","testUpdateAccountWithoutPassword","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify that users can subscribe to the newsletter with a valid email address","6349","testSubscribeToNewsletter","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.tests.components.FooterComponentTest","UI Tests","io.github.matveyvolodin.tests.components.FooterComponentTest","testSubscribeToNewsletter"
"Verify that user can log out using the Logout button in the header menu","22678","testUserLogOut","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","UI Tests","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","testUserLogOut"
"Verify that account was deleted successfully","17729","testDeleteUserAccount","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","UI Tests","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","testDeleteUserAccount"
"Verify that placeholders are presented on the Signup/Login and Signup pages","6357","testPlaceholders","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.tests.SignupLoginPageTest","UI Tests","io.github.matveyvolodin.tests.SignupLoginPageTest","testPlaceholders"
"Verify POST /verifyLogin endpoint responses for different input scenarios","83","testVerifyLoginWithoutPassword","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testVerifyLogin"
"Verify PUT /updateAccount endpoint responses for different input scenarios","86","testUpdateAccountWithWrongCredentials","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccount"
"Verify POST /verifyLogin endpoint responses for different input scenarios","99","testVerifyLoginWithoutEmail","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testVerifyLogin"
"Verify GET /getUserDetailByEmail endpoint responses for different input scenarios","97","testGetUser","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testGetUser"
"Verify that user cannot login with invalid credentials","6611","testLoginWithInvalidCredentials","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.tests.SignupLoginPageTest","UI Tests","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithInvalidCredentials"
"Verify POST /createAccount endpoint responses for different input scenarios","88","testCreateAccountWithoutName","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
"Verify that user can add a product to the cart and view the cart page","26522","testAddProductToCart","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.tests.ProductsPageTest","UI Tests","io.github.matveyvolodin.tests.ProductsPageTest","testAddProductToCart"
"Verify POST /verifyLogin endpoint responses for different input scenarios","82","testVerifyLogin","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testVerifyLogin"
"Verify that POST method is not allowed for PUT /updateAccount endpoint","69","testUpdateAccountUnsupportedMethod","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testUpdateAccountUnsupportedMethod"
"Verify that PUT method is not allowed for POST /verifyLogin endpoint","152","testVerifyLoginUnsupportedMethod","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testVerifyLoginUnsupportedMethod"
"Verify that header tabs lead to the correct web pages","32522","testHeaderTabsRedirections","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","UI Tests","io.github.matveyvolodin.tests.components.HeaderMenuComponentTest","testHeaderTabsRedirections"
"Verify that user cannot login with invalid credentials","6602","testLoginWithInvalidCredentials","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.tests.SignupLoginPageTest","UI Tests","io.github.matveyvolodin.tests.SignupLoginPageTest","testLoginWithInvalidCredentials"
"Verify that user can view the product details page","9975","testViewProductDetails","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.tests.ProductsPageTest","UI Tests","io.github.matveyvolodin.tests.ProductsPageTest","testViewProductDetails"
"Verify POST /createAccount endpoint responses for different input scenarios","107","testCreateAccountWithoutEmail","Automation Exercise","2026-07-14","passed","2026-07-14","io.github.matveyvolodin.api.tests.AccountApiTest","API Tests","io.github.matveyvolodin.api.tests.AccountApiTest","testCreateAccount"
